Source,Target,Weight,Length
109,120,0.5099019513592784,5.23606797749979
110,140,0.3605551275463989,18.65685424949238
110,144,0.31622776601683794,19.543203766865055
111,118,0.5,3.82842712474619
111,121,0.31622776601683794,9.242640687119286
112,123,0.4,4.650281539872885
112,113,0.8,4.0
113,134,0.31622776601683794,20.485281374238568
113,126,0.2,5.0
114,132,0.223606797749979,12.537319187990756
116,127,0.282842712474619,5.8863495173726745
116,119,0.223606797749979,8.23606797749979
117,128,0.3605551275463989,4.23606797749979
118,133,0.1414213562373095,17.307135789365265
119,136,0.3605551275463989,12.242640687119284
120,124,0.8246211251235321,4.414213562373095
120,163,0.31622776601683794,22.892922226992173
121,164,0.31622776601683794,70.49747468305831
121,133,0.5,7.0
122,130,0.8,4.0
123,126,0.1414213562373095,4.414213562373095
124,141,0.3605551275463989,12.242640687119286
125,152,0.3605551275463989,14.89292222699217
125,159,0.447213595499958,18.478708664619074
126,134,0.31622776601683794,4.414213562373095
127,143,0.31622776601683794,9.478708664619074
129,166,0.5385164807134504,29.206630725976932
131,137,0.41231056256176607,4.414213562373095
131,141,0.1414213562373095,9.65685424949238
132,135,0.223606797749979,13.123105625617661
132,144,0.6708203932499369,8.70820393249937
133,157,0.282842712474619,16.313708498984763
134,149,0.42426406871192845,8.242640687119284
135,142,0.0,9.06449510224598
136,146,1.118033988749895,15.89292222699217
137,147,0.31622776601683794,7.650281539872885
138,148,0.223606797749979,24.556349186104047
138,151,0.5099019513592784,6.414213562373095
139,153,0.223606797749979,24.31370849898476
139,154,0.447213595499958,7.242640687119286
139,149,0.31622776601683794,10.828427124746192
140,150,0.42426406871192845,2.8284271247461903
141,147,0.42426406871192845,2.8284271247461903
143,158,0.3605551275463989,7.656854249492381
143,146,0.41231056256176607,13.414213562373096
144,150,0.4,11.0
144,191,0.42426406871192845,37.03505785072311
145,155,0.41231056256176607,10.414213562373096
145,158,0.447213595499958,8.06449510224598
147,162,0.31622776601683794,9.414213562373096
148,156,0.5,4.0
149,161,0.1,22.72792206135786
151,168,0.447213595499958,17.89292222699217
151,152,0.2,7.650281539872885
152,175,0.41231056256176607,19.135562914111457
153,154,0.7,6.0
154,161,0.5,7.0
155,164,0.2,10.576491222541474
156,168,0.5,21.371630891611243
157,172,0.5099019513592784,11.65685424949238
158,169,0.31622776601683794,10.82842712474619
159,160,0.31622776601683794,8.414213562373096
159,176,0.1414213562373095,10.65685424949238
160,166,0.5830951894845301,5.82842712474619
161,167,0.447213595499958,4.650281539872885
162,165,0.9219544457292888,7.23606797749979
162,174,0.2,6.47213595499958
163,174,0.223606797749979,18.478708664619077
164,180,0.41231056256176607,9.576491222541474
164,169,0.6082762530298219,18.656854249492383
165,173,0.5,5.0
166,171,0.6324555320336759,4.23606797749979
167,177,0.3,6.0
168,175,0.31622776601683794,11.23606797749979
169,188,0.41231056256176607,20.073592581964586
170,190,0.8062257748298549,17.89292222699217
171,176,0.1,10.39834563766817
171,184,0.42426406871192845,16.404918347287666
173,193,0.223606797749979,20.31370849898476
173,174,0.3,7.0
175,182,0.31622776601683794,8.82842712474619
176,179,0.0,5.414213562373095
177,194,0.41231056256176607,21.65685424949238
177,185,0.1,9.82842712474619
178,183,0.5830951894845301,20.135562914111453
178,181,0.5385164807134504,22.721349351738358
178,195,0.2,18.313708498984763
179,182,0.41231056256176607,14.242640687119286
179,184,0.31622776601683794,21.307135789365265
180,183,0.31622776601683794,6.82842712474619
180,189,0.3605551275463989,14.478708664619075
182,224,0.282842712474619,53.38477631085023
183,195,0.3605551275463989,19.071067811865476
184,187,0.41231056256176607,13.23606797749979
184,213,0.6082762530298219,23.485281374238568
185,187,0.5099019513592784,8.414213562373096
185,194,0.1,10.22677276241436
186,192,0.223606797749979,7.16227766016838
187,197,0.5099019513592784,10.242640687119284
188,199,0.5,14.899494936611667
188,189,0.7,9.0
190,193,0.41231056256176607,12.650281539872886
191,192,0.223606797749979,12.06449510224598
191,203,0.31622776601683794,11.064495102245981
192,203,0.0,12.65685424949238
193,202,0.31622776601683794,9.06449510224598
194,197,0.1,11.99070478491457
194,198,0.31622776601683794,13.30056307974577
195,211,0.31622776601683794,12.828427124746192
196,198,0.0,6.414213562373095
196,205,0.3605551275463989,31.028485141103623
197,214,0.31622776601683794,13.242640687119284
198,205,0.7071067811865476,5.23606797749979
199,233,0.3605551275463989,103.39696961966999
199,208,0.31622776601683794,7.650281539872885
200,201,1.1401754250991378,4.414213562373095
200,244,1.2649110640673518,94.49747468305833
200,206,1.236931687685298,5.414213562373095
201,212,0.282842712474619,17.656854249492383
201,206,1.1401754250991378,5.47213595499958
202,217,0.6082762530298219,9.650281539872886
203,234,0.3605551275463989,17.48528137423857
204,224,0.41231056256176607,9.123105625617661
205,215,0.1414213562373095,9.478708664619074
206,222,0.447213595499958,8.886349517372675
207,209,0.4,16.307135789365265
207,241,0.7615773105863909,40.44927141309621
207,216,1.0,4.0
208,228,0.1,11.714776642118865
209,231,0.3605551275463989,23.899494936611664
209,220,0.1414213562373095,8.071067811865476
210,246,0.7280109889280518,19.65685424949238
211,221,0.1,12.65685424949238
211,227,0.3605551275463989,8.82842712474619
212,229,0.5385164807134504,8.478708664619075
212,222,0.41231056256176607,12.06449510224598
213,218,0.41231056256176607,9.414213562373096
213,225,0.31622776601683794,4.82842712474619
215,219,0.6082762530298219,5.414213562373095
215,253,0.565685424949238,32.963990038857645
216,220,0.7071067811865476,4.23606797749979
219,226,0.6708203932499369,2.414213562373095
220,245,0.1414213562373095,25.72134935173836
221,232,0.3605551275463989,20.485281374238568
221,227,0.223606797749979,7.242640687119286
222,230,0.282842712474619,6.656854249492381
223,236,0.1414213562373095,15.404918347287666
223,237,0.1414213562373095,17.48528137423857
223,235,0.5,7.650281539872885
225,248,0.447213595499958,30.142135623730947
225,256,0.223606797749979,20.899494936611664
226,248,0.447213595499958,17.721349351738365
227,237,0.1,11.478708664619074
228,238,0.223606797749979,14.65685424949238
228,240,0.41231056256176607,5.414213562373095
229,233,0.5099019513592784,14.23606797749979
229,258,0.3605551275463989,25.37820360123074
230,243,0.31622776601683794,7.82842712474619
231,245,0.0,8.65685424949238
231,234,0.7,4.0
232,255,0.31622776601683794,33.721349351738354
233,239,2.0,4.0
234,254,0.3605551275463989,13.892922226992173
235,250,0.5385164807134504,9.242640687119286
235,236,0.3,9.0
236,242,0.5830951894845301,5.06449510224598
237,252,0.42426406871192845,12.478708664619074
238,242,0.31622776601683794,10.650281539872886
238,247,0.223606797749979,8.06449510224598
239,240,0.3,15.65685424949238
239,258,0.31622776601683794,11.650281539872886
240,247,0.5,5.242640687119286
241,257,0.3605551275463989,18.72792206135786
242,265,0.223606797749979,15.485281374238573
243,244,2.0,4.0
243,259,0.223606797749979,10.99070478491457
244,259,0.3605551275463989,12.071067811865476
245,279,0.223606797749979,27.135562914111457
246,254,0.3605551275463989,17.242640687119284
247,251,0.5099019513592784,5.414213562373095
248,253,0.5099019513592784,37.79898987322333
249,255,0.447213595499958,5.82842712474619
249,262,0.1414213562373095,13.071067811865476
250,252,2.2135943621178655,3.414213562373095
250,260,0.223606797749979,7.650281539872885
251,264,0.42426406871192845,14.65685424949238
251,270,0.223606797749979,15.478708664619077
252,263,0.31622776601683794,7.242640687119285
253,257,0.9,5.0
254,261,0.447213595499958,4.82842712474619
255,268,0.223606797749979,12.071067811865476
256,277,0.223606797749979,15.242640687119287
257,266,0.1414213562373095,15.307135789365265
258,267,0.1414213562373095,14.071067811865476
259,276,0.3605551275463989,15.721349351738361
259,284,0.3,22.556349186104047
260,263,0.5385164807134504,3.414213562373095
260,265,0.223606797749979,7.650281539872885
261,279,0.41231056256176607,18.892922226992173
262,271,0.1414213562373095,15.478708664619075
262,268,0.3605551275463989,13.071067811865476
263,272,0.5099019513592784,7.47213595499958
264,270,0.1414213562373095,7.06449510224598
265,269,0.5,5.0
266,274,0.31622776601683794,6.414213562373095
267,280,0.1414213562373095,19.48528137423857
268,273,0.7071067811865476,4.23606797749979
269,272,0.223606797749979,8.812559200041264
269,281,0.223606797749979,8.656854249492381
270,283,0.282842712474619,12.485281374238571
271,278,0.5,7.656854249492381
272,278,0.223606797749979,10.404918347287666
272,286,0.223606797749979,13.699596848159135
273,282,0.5099019513592784,7.414213562373095
275,280,0.3605551275463989,11.82842712474619
275,276,0.6,13.0
275,285,0.31622776601683794,8.650281539872886
276,284,0.1414213562373095,11.89292222699217
277,313,1.0198039027185568,31.970562748477143
278,289,0.31622776601683794,7.82842712474619
279,300,0.6,12.0
280,285,0.1414213562373095,8.65685424949238
281,283,0.31622776601683794,7.82842712474619
281,286,0.3605551275463989,14.485281374238571
282,288,0.0,5.47213595499958
282,291,0.31622776601683794,5.650281539872885
283,295,0.41231056256176607,10.123105625617661
284,290,0.6,4.0
285,304,0.31622776601683794,11.65685424949238
286,289,0.6324555320336759,8.47213595499958
286,310,0.31622776601683794,12.06449510224598
286,302,0.1414213562373095,8.65937901959149
287,292,0.6,4.0
288,296,0.1,4.650281539872885
289,293,0.447213595499958,9.242640687119286
290,298,0.31622776601683794,14.242640687119287
290,297,2.2,7.0
291,296,0.223606797749979,4.82842712474619
291,294,0.31622776601683794,7.414213562373095
292,308,0.1,10.65685424949238
292,305,0.1414213562373095,10.478708664619074
293,294,0.31622776601683794,12.242640687119287
293,309,0.3605551275463989,13.071067811865476
294,309,0.5830951894845301,10.06449510224598
295,302,0.2,13.43397840021018
295,321,0.894427190999916,8.99070478491457
296,319,0.3605551275463989,23.72134935173836
297,303,0.8246211251235321,6.0197648378370845
297,298,0.31622776601683794,15.67004637770997
297,315,0.3605551275463989,8.242640687119286
299,311,0.282842712474619,13.071067811865476
300,314,0.5385164807134504,30.899494936611664
301,325,0.5385164807134504,15.242640687119286
302,333,0.5099019513592784,17.48528137423857
303,304,0.223606797749979,16.656854249492383
303,315,0.223606797749979,8.650281539872886
304,326,0.282842712474619,18.07106781186548
305,306,1.2165525060596438,7.242640687119286
305,308,0.2,12.242640687119284
305,331,0.1414213562373095,16.061772596780045
307,319,0.282842712474619,11.404918347287666
309,320,0.6,4.0
310,332,0.1,10.06449510224598
311,312,1.0,32.55634918610404
311,316,0.41231056256176607,3.414213562373095
312,316,0.41231056256176607,6.414213562373095
312,344,0.3605551275463989,16.543203766865055
313,324,0.3605551275463989,6.8863495173726745
313,327,0.282842712474619,12.12899020449196
314,330,0.3605551275463989,10.242640687119286
315,326,0.282842712474619,7.656854249492381
315,342,0.31622776601683794,10.576491222541474
316,344,0.223606797749979,11.23606797749979
317,318,0.2,4.0
317,328,1.044030650891055,6.650281539872885
318,336,0.3605551275463989,27.556349186104047
318,329,0.3,6.0
319,359,0.282842712474619,17.96399003885765
320,360,0.7071067811865476,25.313708498984766
320,371,0.31622776601683794,28.378203601230744
321,322,0.223606797749979,4.650281539872885
322,350,0.5099019513592784,12.06449510224598
323,327,0.1,11.06449510224598
323,335,0.6708203932499369,22.899494936611664
323,334,0.1,7.414213562373095
324,340,0.223606797749979,5.650281539872885
325,336,0.3605551275463989,5.06449510224598
325,353,0.447213595499958,14.65685424949238
326,337,0.6324555320336759,6.60555127546399
327,340,0.41231056256176607,12.019764837837084
327,334,0.447213595499958,9.242640687119286
328,349,0.282842712474619,9.485281374238571
328,329,0.4,6.0
329,355,0.5830951894845301,25.89292222699217
330,345,0.6,6.0
331,343,0.7071067811865476,6.06449510224598
332,341,0.1414213562373095,7.478708664619075
332,333,0.9,5.0
333,346,0.7211102550927978,10.99070478491457
334,348,0.3605551275463989,7.242640687119285
335,348,0.41231056256176607,12.242640687119284
335,349,0.41231056256176607,11.242640687119286
336,356,0.41231056256176607,7.82842712474619
337,342,0.2,10.0
337,358,0.7071067811865476,7.708203932499369
338,364,0.565685424949238,13.313708498984763
338,339,0.2,9.82842712474619
339,354,0.1414213562373095,11.071067811865476
340,351,0.41231056256176607,17.89292222699217
341,372,0.4,14.30056307974577
342,368,0.282842712474619,14.135562914111457
343,347,0.5099019513592784,7.414213562373095
343,383,0.31622776601683794,25.06449510224598
344,347,0.4,6.0
344,392,0.9055385138137417,32.13556291411145
345,365,0.41231056256176607,8.242640687119286
345,357,0.1,6.06449510224598
346,352,0.31622776601683794,8.656854249492381
346,372,0.42426406871192845,25.727922061357855
348,355,0.9219544457292888,51.79241716360383
349,355,0.6,4.0
350,352,0.41231056256176607,7.23606797749979
350,361,0.31622776601683794,8.06449510224598
351,366,0.5385164807134504,6.478708664619075
353,356,0.4,7.0
353,365,0.31622776601683794,31.378203601230737
354,380,0.282842712474619,24.31370849898476
357,374,0.282842712474619,17.899494936611667
357,365,0.9433981132056604,6.242640687119285
358,362,0.223606797749979,8.414213562373096
358,370,0.282842712474619,9.242640687119284
359,360,0.3,6.0
359,367,0.7810249675906654,49.79898987322332
360,367,0.3,4.0
361,363,0.5099019513592784,21.071067811865476
361,369,0.2,6.0
362,363,0.5099019513592784,6.414213562373095
362,370,0.282842712474619,6.242640687119285
363,376,0.223606797749979,9.06449510224598
364,377,0.223606797749979,14.242640687119287
366,380,0.3605551275463989,14.892922226992171
367,371,0.1,7.242640687119285
368,373,0.41231056256176607,23.656854249492383
369,391,0.31622776601683794,21.48528137423857
369,375,0.31622776601683794,5.650281539872885
370,378,0.223606797749979,10.242640687119286
371,385,0.447213595499958,13.064495102245981
372,381,0.8062257748298549,7.06449510224598
375,376,0.1414213562373095,12.242640687119284
375,391,0.41231056256176607,15.656854249492381
376,395,0.5099019513592784,14.82842712474619
377,397,0.223606797749979,12.478708664619074
377,400,0.31622776601683794,12.656854249492381
378,386,1.0198039027185568,5.414213562373095
378,382,0.31622776601683794,6.414213562373095
379,382,0.41231056256176607,21.307135789365265
379,387,0.4,4.0
380,384,1.2806248474865698,7.576491222541474
381,385,0.31622776601683794,23.242640687119284
382,386,0.3605551275463989,11.06449510224598
383,388,1.5811388300841895,3.414213562373095
384,389,0.31622776601683794,13.16227766016838
384,401,2.1377558326431947,6.16227766016838
386,395,0.1,11.65685424949238
387,417,0.41231056256176607,17.06449510224598
388,396,0.5385164807134504,6.650281539872885
389,415,0.42426406871192845,19.656854249492383
389,408,0.3605551275463989,13.242640687119284
390,409,0.6324555320336759,53.4492714130962
390,393,0.1414213562373095,4.23606797749979
390,398,1.044030650891055,3.414213562373095
391,406,0.1,6.414213562373095
392,402,0.282842712474619,2.8284271247461903
392,403,0.223606797749979,9.82842712474619
393,431,1.1401754250991378,40.384776310850235
393,398,0.1,4.414213562373095
394,404,0.282842712474619,6.478708664619075
394,399,0.223606797749979,8.414213562373096
395,411,0.5,10.478708664619074
396,402,0.1414213562373095,4.82842712474619
397,407,0.31622776601683794,11.242640687119286
397,414,0.282842712474619,10.478708664619075
397,400,0.31622776601683794,9.23606797749979
398,404,0.223606797749979,10.82842712474619
399,405,0.3,4.23606797749979
400,418,0.7615773105863909,25.31370849898476
401,410,0.31622776601683794,14.478708664619075
401,408,0.31622776601683794,4.650281539872885
402,413,0.223606797749979,7.242640687119285
403,413,0.3605551275463989,8.82842712474619
403,407,0.4,8.0
404,422,0.2,14.721349351738358
405,436,0.3605551275463989,36.97056274847714
405,412,0.31622776601683794,9.242640687119286
406,411,0.5385164807134504,6.82842712474619
407,414,3.2526911934581184,6.82842712474619
408,421,0.31622776601683794,11.071067811865476
409,444,1.6278820596099706,26.899494936611667
410,418,0.6708203932499369,4.82842712474619
412,429,0.31622776601683794,43.62741699796952
412,436,0.894427190999916,25.89292222699217
413,414,0.8,66.62741699796952
415,416,0.9219544457292888,13.48528137423857
415,419,0.1,8.23606797749979
415,428,0.4,11.0
416,430,0.7615773105863909,31.31370849898476
417,420,0.7810249675906654,9.414213562373096
418,424,0.6708203932499369,5.82842712474619
419,421,0.223606797749979,4.82842712474619
420,423,0.31622776601683794,10.886349517372675
420,433,0.5,10.0
421,425,0.3,6.5373191879907555
422,479,0.41231056256176607,40.6794548117217
423,433,0.1414213562373095,14.135562914111455
424,426,0.282842712474619,6.65685424949238
424,441,0.223606797749979,16.72134935173836
425,427,0.4,13.43397840021018
425,428,0.5099019513592784,13.142870463454745
425,435,0.7615773105863909,31.161900461568038
426,427,0.4,5.0
426,435,1.131370849898476,8.242640687119284
427,435,0.0,5.0
428,439,0.223606797749979,14.478708664619077
428,464,0.223606797749979,28.64755903440695
429,445,0.5830951894845301,15.485281374238571
430,440,0.1414213562373095,11.478708664619074
430,443,0.0,9.23606797749979
432,438,0.1,5.82842712474619
432,450,0.282842712474619,13.485281374238571
433,452,0.447213595499958,16.06449510224598
434,440,0.1414213562373095,22.899494936611664
437,449,0.2,28.970562748477143
437,438,0.6,4.0
437,447,0.31622776601683794,6.414213562373095
438,446,0.223606797749979,6.23606797749979
439,442,0.1414213562373095,10.242640687119284
440,454,0.31622776601683794,8.82842712474619
441,448,0.41231056256176607,9.650281539872886
442,443,0.31622776601683794,12.478708664619074
442,472,0.41231056256176607,24.727922061357855
443,454,0.1,12.06449510224598
445,459,0.282842712474619,16.307135789365265
445,449,0.223606797749979,8.23606797749979
446,447,0.4,4.0
446,451,0.223606797749979,6.82842712474619
447,460,0.223606797749979,11.576491222541474
448,455,0.7,5.0
449,459,0.3,9.0
450,451,0.5099019513592784,4.414213562373095
451,460,0.3605551275463989,16.061772596780045
453,463,0.0,27.727922061357855
453,470,0.4,20.96399003885765
453,462,0.1,8.65685424949238
454,456,0.3,26.899494936611667
455,478,0.282842712474619,22.206630725976932
455,474,0.5099019513592784,27.78584445398434
456,458,0.1,5.414213562373095
457,471,0.9899494936611666,19.82842712474619
457,461,0.5,5.0
458,465,0.42426406871192845,8.242640687119286
459,519,1.8027756377319946,77.93183028186884
459,466,0.41231056256176607,13.65685424949238
460,466,0.223606797749979,8.414213562373096
460,480,0.31622776601683794,13.307135789365265
461,471,0.282842712474619,13.65685424949238
462,468,0.31622776601683794,10.242640687119286
462,470,0.282842712474619,7.8863495173726745
463,476,0.282842712474619,13.848191962583273
463,468,0.31622776601683794,5.414213562373095
464,484,0.5830951894845301,13.071067811865476
465,467,0.5099019513592784,4.414213562373095
465,500,0.31622776601683794,25.899494936611667
468,477,0.4,7.0
469,484,0.7615773105863909,17.48528137423857
469,472,0.223606797749979,5.650281539872885
470,483,0.223606797749979,8.30056307974577
470,489,0.282842712474619,15.478708664619075
471,485,0.6324555320336759,6.650281539872885
472,508,0.1414213562373095,39.03505785072312
473,481,0.5099019513592784,31.72134935173836
473,480,0.31622776601683794,39.679454811721705
474,486,0.3605551275463989,9.242640687119286
475,502,0.6403124237432849,50.79898987322332
475,509,0.31622776601683794,26.135562914111457
476,482,0.4,16.650281539872886
476,488,0.282842712474619,8.404918347287666
476,487,2.668332812825267,4.23606797749979
477,489,0.42426406871192845,6.478708664619075
478,483,0.4,7.0
478,486,0.5,3.82842712474619
479,485,0.31622776601683794,13.30056307974577
479,497,0.4,13.656854249492381
480,494,0.1,12.019764837837084
482,487,0.31622776601683794,26.20005801635744
484,490,0.1414213562373095,9.071067811865476
485,495,0.1414213562373095,14.721349351738361
485,492,0.7280109889280518,6.576491222541475
486,505,0.6082762530298219,21.307135789365265
487,488,1.5297058540778354,5.23606797749979
488,496,0.447213595499958,16.307135789365265
489,496,0.1,7.414213562373095
490,517,0.6403124237432849,29.142135623730955
490,521,0.41231056256176607,21.071067811865476
491,499,0.5,10.82842712474619
491,498,0.2,7.0
492,497,0.5385164807134504,11.478708664619075
492,501,0.1,13.307135789365265
493,499,0.5099019513592784,15.242640687119284
494,520,0.3605551275463989,23.37820360123074
494,526,0.282842712474619,21.071067811865476
495,506,0.42426406871192845,23.54977647648455
495,501,0.5099019513592784,3.414213562373095
496,510,0.5099019513592784,10.414213562373096
497,503,0.9,5.0
498,514,0.41231056256176607,10.242640687119286
498,499,0.4,5.0
500,516,0.282842712474619,18.07106781186548
500,511,0.2,8.0
501,513,0.5099019513592784,10.019764837837084
502,543,0.31622776601683794,51.4558441227157
502,516,0.5830951894845301,10.65685424949238
503,518,0.282842712474619,14.307135789365265
503,524,0.31622776601683794,9.23606797749979
504,505,0.5,7.0
505,527,0.282842712474619,17.89292222699217
505,528,0.31622776601683794,13.242640687119287
506,513,0.223606797749979,10.65685424949238
506,525,0.1414213562373095,8.89292222699217
507,515,0.42426406871192845,2.8284271247461903
507,542,0.5830951894845301,40.20663072597693
509,557,0.5,28.556349186104047
509,512,0.31622776601683794,8.23606797749979
510,553,0.31622776601683794,19.307135789365265
510,549,0.41231056256176607,19.12899020449196
511,522,0.3605551275463989,5.06449510224598
512,557,0.223606797749979,20.30713578936526
513,546,0.42426406871192845,20.91925977444875
513,554,0.223606797749979,17.67004637770997
514,548,0.3605551275463989,23.970562748477143
515,530,0.1414213562373095,11.656854249492381
516,523,0.9,4.0
517,527,0.223606797749979,17.404918347287666
517,529,0.3605551275463989,16.892922226992173
518,560,0.8,21.899494936611664
519,525,0.5099019513592784,11.828427124746192
519,536,0.1414213562373095,10.414213562373096
520,547,0.3605551275463989,20.142135623730955
520,533,0.223606797749979,7.23606797749979
521,530,0.1,10.071067811865476
521,529,0.0,6.65685424949238
522,567,0.5,28.65685424949238
522,523,0.5,22.371630891611243
523,543,0.6403124237432849,12.313708498984763
524,551,0.41231056256176607,14.478708664619074
525,536,0.1414213562373095,17.65685424949238
526,534,0.1,6.414213562373095
526,531,0.1414213562373095,6.650281539872885
527,528,0.41231056256176607,8.650281539872886
527,539,0.447213595499958,8.60555127546399
528,559,0.282842712474619,17.656854249492383
529,535,2.23606797749979,4.60555127546399
530,542,0.5,6.0
531,534,2.668332812825267,4.414213562373095
531,532,0.3,8.0
532,563,0.1,28.62084428835003
533,572,0.31622776601683794,23.957417329238147
533,561,0.42426406871192845,14.071067811865476
534,555,0.282842712474619,8.89292222699217
535,545,0.854400374531753,8.242640687119286
535,540,0.2,21.30713578936526
535,550,0.9219544457292888,4.23606797749979
536,547,0.5830951894845301,5.242640687119286
537,544,0.0,6.82842712474619
