Dim.,FD
666.0,2.1278314437455657
656.0,2.1282030127656855
656.0,2.1358164430524655
656.0,2.1085902761844926
656.0,2.175791126535224
656.0,2.1235091877033003
656.0,2.144087885015583
656.0,2.13616756075552
656.0,2.1123483157143443
656.0,2.1045309297395725
656.0,2.110644896936051
590.0,2.1728103693212133
590.0,2.1810239973208825
590.0,2.1371964317652203
590.0,2.1491741077718243
590.0,2.1212829791251093
590.0,2.1848849525097864
590.0,2.124117287299561
590.0,2.1407337884915356
590.0,2.1589458372139196
590.0,2.1472030327527496
524.0,2.199972436709916
524.0,2.1696148881295305
524.0,2.178791733283327
524.0,2.20012829182712
524.0,2.1755173998530277
524.0,2.155135619333808
524.0,2.191795561213126
524.0,2.194270323055037
524.0,2.184102077768656
524.0,2.188619526065992
459.0,2.097087251381805
459.0,2.0653596965727647
459.0,2.0860095351361783
459.0,2.081716024762275
459.0,2.110585216649579
459.0,2.087556246094817
459.0,2.093524722656656
459.0,2.066926897697721
459.0,2.0902039367974443
459.0,2.0898524244341403
393.0,2.1001738071820952
393.0,2.1152995148521914
393.0,2.107048329854118
393.0,2.1139415215810615
393.0,2.111666810483861
393.0,2.1220649822203574
393.0,2.110776070283054
393.0,2.1133558888049095
393.0,2.128261698452493
393.0,2.118393963378899
328.0,2.1611747366183423
328.0,2.1557240316820203
328.0,2.1610663009568234
328.0,2.139154141452512
328.0,2.167519307663474
328.0,2.173057594276813
328.0,2.13445031640222
328.0,2.1421686822718673
328.0,2.10954325555008
328.0,2.1431038995797205
262.0,2.2104431838828655
262.0,2.2221449577547205
262.0,2.2234433568430427
262.0,2.2047009893774963
262.0,2.2398527079876986
262.0,2.22727158527923
262.0,2.2424981453507193
262.0,2.2323777598639447
262.0,2.183906902401266
262.0,2.2271218269601865
196.0,2.127689822250676
196.0,2.1262094276558017
196.0,2.149667477890729
196.0,2.152087974780733
196.0,2.1384228843765647
196.0,2.154744447343966
196.0,2.1374391503750148
196.0,2.1520017718582487
196.0,2.14742877413348
196.0,2.1320850383502896
131.0,2.292670532859518
131.0,2.2561367425587653
131.0,2.281423382728727
131.0,2.269198794117526
131.0,2.252260059303312
131.0,2.2919470488895826
131.0,2.2654709500963337
131.0,2.264750199653835
131.0,2.2821295684249736
131.0,2.299281436378798
65.0,2.302121874060209
65.0,2.297780193438473
65.0,2.3617444234225395
65.0,2.3005191865763073
65.0,2.2785927992851778
65.0,2.326047732761502
65.0,2.365388420183354
65.0,2.3815033914553156
65.0,2.322735904635687
65.0,2.3529229348600174
